#mm9.knownGene.name	mm9.kgXref.geneSymbol
uc007bma.2	Mir26b
uc007bmb.2	Vil1
uc007bmc.2	Usp37
uc007bmd.2	Usp37
uc007bme.1	Usp37
uc007bmf.2	Rqcd1
uc007bmg.1	Plcd4
uc007bmh.1	Plcd4
uc007bmi.1	Plcd4
uc007bmj.1	Plcd
uc007bmk.1	Plcd
uc011wnb.1	Plcd4
uc007bml.1	Zfp142
uc007bmm.1	Zfp142
uc007bmn.1	Zfp142
uc007bmo.1	Zfp142
uc007bmp.1	Zfp142
uc007bmq.1	Bcs1l
uc007bmr.1	Bcs1l
uc007bms.2	Rnf25
uc007bmt.2	Rnf25
uc007bmu.1	Stk36
uc007bmv.1	Stk36
uc011wnc.1	Stk36
uc007bmw.1	Stk36
uc007bmx.1	Stk36
uc007bmy.1	Ttll4
uc007bmz.1	mKIAA0173
uc007bna.1	Cyp27a1
uc007bnb.2	Prkag3
uc007bnc.1	Prkag3
uc007bne.1	Wnt6
uc007bnf.2	Wnt10a
uc007bng.2	Cdk5r2
uc007bnh.2	Fev
uc011wnd.1	Fev
uc007bni.1	Cryba2
uc011wne.1	Mir375
uc007bnj.1	Ccdc108
uc007bnk.1	Ccdc108
uc007bnl.1	Ihh
uc007bnm.1	Ihh
uc007bnn.2	Nhej1
uc007bno.1	Slc23a3
uc007bnp.1	1810031K17Rik
uc007bnq.1	1810031K17Rik
uc007bnr.1	1810031K17Rik
uc007bns.1	1810031K17Rik
uc007bnt.1	Fam134a
uc007bnu.1	Fam134a
uc007bnv.1	Fam134a
uc011wnf.1	Zfand2b
uc011wng.1	Zfand2b
uc007bnw.2	Zfand2b
uc007bnx.1	Abcb6
uc007bny.1	Abcb6
uc007bnz.1	Atg9a
uc011wnh.1	Atg9a
uc007boa.1	Atg9
uc007bob.1	Atg9a
uc007boc.1	Atg9a
uc007bod.1	Ankzf1
uc011wni.1	Ankzf1
uc011wnj.1	Ankzf1
uc007boe.1	Ankzf1
uc011wnk.1	Glb1l
uc011wnl.1	Glb1l
uc007bog.1	Glb1l
uc007boh.2	Stk16
uc007boi.2	edpk
uc007boj.1	Stk16
uc007bok.1	Tuba4a
uc007bol.1	AK080399
uc007boo.2	Dnajb2
uc007bom.2	Dnajb2
uc007bop.2	Dnajb2
uc007bon.2	Dnajb2
uc011wnm.1	Dnajb2
uc007boq.1	Ptprn
uc011wnn.1	Ptprn
uc007bor.1	Ptprn
uc007bos.1	Resp18
uc011wno.1	Resp18
uc007bow.2	Dnpep
uc007bou.2	Dnpep
uc007bot.2	Dnpep
uc011wnp.1	Dnpep
uc007box.1	Des
uc007boy.1	AK039780
uc007boz.1	Speg
uc007bpa.1	Speg
uc007bpb.1	Speg
uc007bpc.1	Speg
uc011wnq.1	Speg
uc007bpd.1	Gmppa
uc007bpe.1	Gmppa
uc007bpf.1	Gmppa
uc007bpg.1	Accn4
uc007bph.1	Chpf
uc007bpi.2	Chpf
uc007bpj.2	Chpf
uc007bpk.2	Chpf
uc007bpl.2	Tmem198
uc007bpm.2	Tmem198
uc007bpn.2	Obsl1
uc007bpo.2	Obsl1
uc007bpp.2	Obsl1
uc007bpq.2	Obsl1
uc007bpr.2	Obsl1
uc007bps.1	Inha
uc007bpt.2	Stk11ip
uc007bpu.1	Stk11ip
uc011wnr.1	Stk11ip
uc007bpv.2	Slc4a3
uc007bpw.2	Slc4a3
uc007bpx.2	Slc4a3
uc007bpy.1	AK054265
uc011wns.1	AK162144
uc007bpz.1	Epha4
uc007bqa.1	Epha4
uc007bqc.2	Pax3
uc007bqb.2	Pax3
uc007bqd.1	Pax3
uc007bqe.1	Sgpp2
uc007bqf.1	Farsb
uc007bqg.1	Farsb
uc007bqh.1	Farsb
uc007bqi.1	Farsb
uc007bqj.2	BC035947
uc011wnt.1	BC035947
uc007bql.2	Mogat1
uc007bqk.1	Mogat1
uc007bqm.2	Mogat1
uc007bqn.2	Utp14b
uc007bqo.2	Acsl3
uc007bqp.2	Acsl3
uc011wnu.1	Acsl3
uc011wnv.1	Utp14b
uc007bqq.1	Kcne4
uc007bqr.1	Scg2
uc007bqs.1	Scg2
uc011wnw.1	Ap1s3
uc007bqu.2	Wdfy1
uc007bqv.1	Wdfy1
uc007bqw.2	Wdfy1
uc007bqx.1	Mrpl44
uc007bqy.1	Mrpl44
uc007bqz.2	Serpine2
uc007bra.2	Serpine2
uc007brb.2	Fam124b
uc007brc.1	Cul3
uc007brd.1	Cul3
uc011wnx.1	mKIAA0694
uc011wny.1	Dock10
uc011wnz.1	Dock10
uc007brg.2	Dock10
uc007bre.1	mKIAA0694
uc007brf.1	Dock10
uc007brh.2	Dock10
uc007bri.2	Dock10
uc007brj.1	9430031J16Rik
uc007brk.1	9430031J16Rik
uc007brl.1	9430031J16Rik
uc007brm.1	9430031J16Rik
uc007brn.1	9430031J16Rik
uc007brp.2	Irs1
uc007brq.2	Rhbdd1
uc007brr.1	Rhbdd1
uc007brt.1	Col4a4
uc007bru.1	Col4a3
uc007brv.1	Col4a3
uc007brw.1	AK043693
uc007brx.1	Mff
uc007bry.1	Mff
uc007brz.1	Mff
uc007bsa.1	Mff
uc011woa.1	Mff
uc007bsb.1	Mff
uc007bsc.1	Mff
uc007bsd.1	Tm4sf20
uc007bse.1	Agfg1
uc007bsf.1	Agfg1
uc007bsg.1	Agfg1
uc007bsh.1	Agfg1
uc007bsi.2	Slc19a3
uc007bsj.2	Slc19a3
uc007bsm.2	Ccl20
uc007bsk.2	Ccl20
uc007bsl.2	Ccl20
uc007bso.2	Wdr69
uc007bsn.2	Wdr69
uc011wob.1	Wdr69
uc007bsp.2	Sphkap
uc007bsq.2	Sphkap
uc007bsr.2	Sphkap
uc007bss.1	AK017086
uc007bst.2	Pid1
uc007bsu.1	5033414K04Rik
uc007bsv.2	Pid1
uc007bsw.1	Dner
uc007bsx.1	Dner
uc007bsy.1	Trip12
uc007bsz.1	Trip12
uc007bta.1	AK032919
uc007btb.1	Trip12
uc007btc.2	Fbxo36
uc007btd.1	Slc16a14
uc007bte.1	BC038927
uc007btf.1	C130026I21Rik
uc007btg.2	Csprs
uc007bth.2	Csprs
uc007bti.1	A530032D15Rik
uc007btj.1	A530032D15Rik
uc007btk.1	BC100303
uc007btl.1	AK087744
uc007btm.1	AK142678
uc007btn.1	C130026I21Rik
uc007bto.1	AK163333
uc007btp.1	AK157632
uc007btq.1	Gm7609
uc007btr.1	Gm7609
uc007bts.1	BC038927
uc007btt.1	C130026I21Rik
uc007btu.1	C130026I21Rik
uc007btv.1	BC108341
uc007btw.1	Csprs
uc007btx.1	Csprs
uc007bty.1	Csprs
uc007btz.1	Sp110
uc007bua.1	Sp110
uc007bub.1	Sp110
uc007buc.1	Sp140
uc007bud.1	Sp100
uc007bue.1	Sp100
uc011woc.1	Sp100
uc007buf.1	Sp100
uc007bug.1	Sp100
uc007buh.1	Sp100
uc007buj.2	A630001G21Rik
uc007bui.2	A630001G21Rik
uc011wod.1	A630001G21Rik
uc007bul.2	Cab39
uc007bum.2	Cab39
uc011woe.1	Cab39
uc011wof.1	Itm2c
uc007bup.2	4933407L21Rik
uc007buq.1	Gpr55
uc007bur.2	Spata3
uc007bus.2	Spata3
uc007buu.2	Spata3
uc007buw.2	Spata3
uc007buv.2	Spata3
uc007but.2	Spata3
uc011wog.1	2810459M11Rik
uc007bux.2	2810459M11Rik
uc007buy.1	Psmd1
uc011woh.1	Htr2b
uc007buz.1	Htr2b
uc007bva.1	Armc9
uc007bvb.1	Armc9
uc007bvc.1	Armc9
uc007bvd.1	Armc9
uc007bve.1	Armc9
uc007bvf.1	Armc9
uc007bvg.1	Armc9
uc007bvh.1	Armc9
uc007bvi.1	Armc9
uc007bvj.1	Armc9
uc007bvk.2	B3gnt7
uc007bvl.1	Ncl
uc011woi.1	Snora75
uc007bvm.1	Snord82
uc011woj.1	C130036L24Rik
uc007bvn.1	Nmur1
uc007bvo.2	1700019O17Rik
uc007bvp.1	Ptma
uc007bvq.1	Pde6d
uc011wok.1	Pde6d
uc007bvr.1	Cops7b
uc007bvs.1	Cops7b
uc007bvt.1	Nppc
uc011wol.1	Dis3l2
uc007bvu.2	Dis3l2
uc007bvw.2	Dis3l2
uc007bvv.2	Dis3l2
uc007bvx.1	AK077157
uc007bvy.1	Alppl2
uc007bvz.1	Alppl2
uc007bwa.1	Alpi
uc011wom.1	Akp3
uc007bwb.1	Akp3
uc007bwc.1	Ecel1
uc007bwd.1	Ecel1
uc007bwe.1	AK006434
uc007bwf.1	Chrnd
uc007bwg.1	Chrnd
uc007bwh.1	Chrng
uc007bwi.1	Chrng
uc007bwj.1	Eif4e2
uc007bwk.1	Eif4e2
uc007bwl.1	Eif4e2
uc007bwm.1	Eif4e2
uc007bwn.1	Eif4e2
uc007bwo.1	Efhd1
uc007bwp.2	Gigyf2
uc007bwq.2	Gigyf2
uc011won.1	Gigyf2
uc007bws.2	Gigyf2
uc007bwr.2	Gigyf2
uc007bwt.2	Gigyf2
uc007bwu.2	Kcnj13
uc007bwv.1	Gigyf2
uc007bww.2	3110079O15Rik
uc011woo.1	3110079O15Rik
uc007bwx.2	Ngef
uc007bwy.2	Ngef
uc011wop.1	Neu2
uc011woq.1	Neu2
uc007bwz.2	Neu2
uc007bxa.2	Neu2
uc007bxb.2	Neu2
uc007bxd.2	Inpp5d
uc007bxc.2	Inpp5d
uc007bxf.2	Inpp5d
uc007bxe.2	Ship
uc007bxg.2	Inpp5d
uc007bxh.2	Inpp5d
uc007bxi.1	Atg16l1
uc007bxj.1	APG16L
uc007bxk.1	Atg16l1
uc007bxl.1	Atg16l1
uc007bxm.1	Atg16l1
uc007bxn.1	Atg16l1
uc007bxo.1	APG16L
uc011wor.1	Scarna6
uc007bxp.1	Sag
uc007bxq.1	Sag
uc007bxr.1	Sag
uc007bxs.1	Sag
uc011wos.1	Dgkd
uc007bxu.2	Dgkd
uc007bxv.2	mKIAA0145
uc007bxy.1	Usp40
uc007bxw.1	Usp40
uc007bxx.1	Usp40
uc011wot.1	Usp40
uc007bxz.1	Usp40
uc011wou.1	Usp40
uc007bya.1	Ugt1a10
uc007byb.1	Ugt1a9
uc007byc.1	Ugt1a7c
uc007byd.2	Ugt1a6b
uc007bye.1	Ugt1a6
uc007byf.1	Ugt1a6a
uc007byg.1	Ugt1a6a
uc007byh.1	Ugt1a5
uc007byi.1	Ugt1a2
uc007byj.2	Dnajb3
uc007byk.1	Ugt1a1
uc011wov.1	Heatr7b1
uc011wow.1	A730008H23Rik
uc007bym.2	Hjurp
uc007byn.2	A730008H23Rik
uc007byo.1	A730008H23Rik
uc011wox.1	Trpm8
uc011woy.1	Trpm8
uc007byq.1	Spp2
uc007byr.1	Glrp1
uc007bys.1	AK030268
uc011woz.1	Arl4c
uc007byt.1	Arl4c
uc007byu.1	AK019125
uc007byv.1	Sh3bp4
uc007byw.1	Agap1
uc007byx.1	Agap1
uc007byy.1	Agap1
uc007byz.2	4933400F21Rik
uc007bza.2	4933400F21Rik
uc011wpa.1	mKIAA1099
uc007bzb.1	Gbx2
uc007bzc.1	AK036422
uc007bzd.1	Asb18
uc011wpb.1	Asb18
uc007bze.1	Asb18
uc007bzf.2	Iqca
uc007bzg.2	Iqca
uc007bzh.1	Cxcr7
uc007bzi.1	Cops8
uc011wpc.1	Col6a3
uc007bzk.1	Col6a3
uc007bzl.2	Col6a3
uc007bzm.2	Mlph
uc011wpd.1	Prlh
uc007bzn.2	Rab17
uc007bzo.2	Rab17
uc007bzp.2	Lrrfip1
uc007bzq.2	Lrrfip1
uc007bzr.2	Lrrfip1
uc007bzs.2	Lrrfip1
uc007bzt.2	Lrrfip1
uc011wpe.1	Lrrfip1
uc007bzu.2	Lrrfip1
uc007bzv.1	Rbm44
uc011wpf.1	Ramp1
uc007bzw.2	Ramp1
uc007bzx.2	Ramp1
uc007bzy.1	Ube2f
uc007bzz.1	Ube2f
uc007caa.1	Ube2f
uc007cab.1	Ube2f
uc007cac.1	Ube2f
uc007cad.1	Scly
uc007cae.1	Scly
uc007caf.1	Scly
uc007cag.1	Scly
uc007cah.1	Espnl
uc007cai.1	Klhl30
uc007caj.1	Fam132b
uc007cak.1	Ilkap
uc007cal.1	Ilkap
uc011wpg.1	Ilkap
uc007cam.1	Ilkap
uc007can.1	DQ692822
uc007cao.1	DQ724109
uc007cap.1	DQ712111
uc007caq.1	DQ713469
uc007cas.2	1700020N18Rik
uc007cau.1	Hes6
uc007cat.2	Hes6
uc007cav.1	Per2
uc011wph.1	Per2
uc007caw.1	Per2
uc007cax.2	Traf3ip1
uc007cay.2	Traf3ip1
uc007caz.1	Asb1
uc007cba.1	mKIAA1146
uc007cbb.2	Asb1
uc007cbc.1	Asb1
uc011wpi.1	AK028549
uc007cbd.1	Twist2
uc007cbe.1	Hdac4
uc007cbf.1	Hdac4
uc007cbg.1	Hdac4
uc007cbh.1	Ndufa10
uc007cbi.1	Olfr1416
uc007cbj.1	Olfr1415
uc007cbk.2	Olfr1414
uc007cbl.2	Olfr1413
uc007cbm.1	Olfr1412
uc007cbn.1	Olfr1411
uc007cbo.1	Olfr1410
uc007cbp.2	Olfr12
uc011wpj.1	Myeov2
uc007cbq.2	Myeov2
uc007cbr.1	Otos
uc007cbs.1	Gpc1
uc011wpk.1	Mir149
uc011wpl.1	Ankmy1
uc007cbt.1	Ankmy1
uc007cbu.1	Dusp28
uc007cbv.1	AK017177
uc007cbw.2	Rnpepl1
uc011wpm.1	AK138067
uc011wpn.1	9430060I03Rik
uc007cbx.1	Capn10
uc007cby.1	Capn10
uc007cbz.2	Gpr35
uc007cca.2	Gpr35
uc007ccb.2	Gpr35
uc007ccc.1	DQ704807
uc007ccd.1	DQ718635
uc007cce.1	DQ688826
uc007ccf.1	DQ725291
uc007ccg.1	DQ701542
uc007cch.1	DQ563910
uc007cci.1	DQ706488
uc007ccj.1	DQ562178
uc007cck.1	DQ726565
uc007ccl.1	DQ708492
uc007ccm.1	DQ705017
uc007ccn.1	DQ544949
uc007cco.1	DQ690520
uc007ccp.1	DQ706333
uc007ccq.1	DQ713653
uc007ccr.1	DQ705130
uc007ccs.1	DQ725337
uc007cct.1	DQ726768
uc007ccu.1	DQ725163
uc007ccv.1	DQ548345
uc007ccw.1	DQ561358
uc007ccx.1	DQ710901
uc007ccy.1	DQ685101
uc007ccz.1	DQ688408
uc007cda.1	DQ692629
uc007cdb.1	DQ547453
uc007cdc.2	Aqp12
uc007cdd.2	Aqp12
uc007cde.2	Kif1a
uc007cdf.2	Kif1a
uc007cdg.2	Kif1a
uc007cdh.2	Kif1a
uc007cdi.1	Agxt
uc007cdj.2	2310007B03Rik
uc007cdk.2	2310007B03Rik
uc007cdl.1	AK086911
uc007cdm.1	Sned1
uc007cdn.1	Snep
uc007cdo.1	Mterfd2
uc007cdp.1	Mterfd2
uc007cdq.1	mKIAA0135
uc007cdr.1	mKIAA0135
uc007cdt.2	Pask
uc007cdu.1	Pask
uc007cdv.1	Ppp1r7
uc007cdw.1	Ano7
uc007cdx.1	Hdlbp
uc007cdy.1	Hdlbp
uc007cdz.1	Hdlbp
uc007cea.2	2-Sep
uc011wpo.1	2-Sep
uc011wpp.1	2-Sep
uc011wpq.1	2-Sep
uc007ceb.2	Farp2
uc007cec.2	Farp2
uc007ced.1	Stk25
uc007cee.1	Bok
uc007cef.1	Thap4
uc007ceg.1	Thap4
uc007ceh.1	Thap4
uc007cei.1	AK143968
uc007cej.1	Atg4b
uc007cek.2	Dtymk
uc007cel.1	Dtymk
uc007cem.2	Dtymk
uc007cen.1	Ing5
uc011wpr.1	Ing5
uc007cep.2	D2hgdh
uc007ceq.2	D2hgdh
uc007cer.2	D2hgdh
uc007ceo.2	D2hgdh
uc011wps.1	D2hgdh
uc007ces.1	Gal3st2
uc007cet.1	Gm6086
uc007ceu.1	Neu4
uc011wpt.1	Neu4
uc007cev.1	Pdcd1
uc007cew.1	AK015347
uc007cex.2	Fam174a
uc007cey.2	Fam174a
uc011wpu.1	St8sia4
uc007cfa.1	St8sia4
uc007cfb.1	ST8SiaIV
uc007cfc.1	Slco4c1
uc007cfd.1	AK035520
uc007cfe.1	Slco6b1
uc007cff.1	Slco6c1
uc011wpv.1	Slco6c1
uc007cfg.2	D1Ertd622e
uc007cfh.2	D1Ertd622e
uc011wpw.1	D1Ertd622e
uc007cfi.2	Ppip5k2
uc007cfk.2	Ppip5k2
uc007cfl.1	Ppip5k2
uc007cfm.1	Gin1
uc007cfn.1	Gin1
uc011wpx.1	Gin1
uc007cfo.1	Pam
uc007cfp.1	Pam
uc007cfq.1	Pam
uc007cfr.1	Pam
uc007cfs.1	AK021003
uc007cft.1	AK007349
uc007cfu.2	Slco6d1
uc007cfv.2	Slco6d1
uc007cfw.2	Slco6d1
uc007cfx.1	AK144617
uc007cfy.1	Cntnap5b
uc007cfz.1	Cntnap5b
uc007cga.1	Gm5057
uc007cgb.1	AK076805
uc007cgc.1	Cdh20
uc011wpy.1	Rnf152
uc011wpz.1	Rnf152
uc007cge.1	AK039635
uc011wqa.1	Pign
uc007cgf.2	Pign
uc007cgg.2	Pig-n
uc007cgh.2	Pign
uc007cgi.2	2310035C23Rik
uc007cgj.2	2310035C23Rik
uc007cgk.2	2310035C23Rik
uc007cgm.2	2310035C23Rik
uc007cgl.2	2310035C23Rik
uc007cgn.2	2310035C23Rik
uc007cgo.1	RANK
uc007cgp.1	Tnfrsf11a
uc007cgt.2	Zcchc2
uc007cgq.2	Zcchc2
uc007cgr.2	Zcchc2
uc007cgs.2	Zcchc2
uc007cgu.2	Phlpp1
uc007cgv.2	Phlpp1
uc007cgw.1	Bcl2
uc007cgx.1	AK085305
uc011wqb.1	Bcl2
uc007cgy.2	Kdsr
uc007cgz.2	Vps4b
uc007cha.1	Serpinb5
uc011wqc.1	Serpinb5
uc007chb.1	Serpinb5
uc007chc.2	Serpinb12
uc007chd.2	Serpinb12
uc007che.2	Serpinb12
uc007chf.1	Serpinb13
uc011wqd.1	Serpinb13
uc007chg.2	Serpinb3a
uc007chh.1	Serpinb3d
uc007chi.1	Serpinb3b
uc007chk.2	Serpinb3c
uc007chl.1	Serpinb11
uc007chm.2	Serpinb7
uc007chn.2	Serpinb2
uc007chp.2	Serpinb2
uc011wqe.1	Serpinb2
uc011wqf.1	Serpinb10-ps
uc011wqg.1	Serpinb10-ps
uc007chr.2	Serpinb8
uc007chs.2	Serpinb8
uc007cht.2	Serpinb8
uc007chu.1	AK085943
uc011wqh.1	AK085905
uc007chv.1	Cdh7
uc011wqi.1	Cdh7
uc007chw.1	Cdh7
uc011wqj.1	Cdh7
uc011wqk.1	Cdh7
uc007chx.1	Cdh19
uc007chy.1	Dsel
uc007chz.1	AK043174
uc007cia.1	Cntnap5a
uc007cib.1	Tsn
uc011wql.1	Mki67ip
uc007cic.2	Mki67ip
uc007cid.1	Clasp1
uc007cie.1	Clasp1
uc011wqm.1	Clasp1
uc011wqn.1	Clasp1
uc007cif.1	Clasp1
uc007cij.2	Clasp1
uc007cii.2	Clasp1
uc007cih.2	2900060B14Rik
uc007cik.1	Crtr-1
uc007cil.1	Tcfcp2l1
uc007cim.1	Gli2
uc011wqo.1	Gli2
uc007cin.1	Gli2
uc011wqp.1	Gli2
uc007cio.1	Gli2
uc007cip.1	Gli2
uc011wqq.1	Gli2
uc011wqr.1	Gli2
uc007ciq.1	AK039419
uc007cir.1	Inhbb
uc007cis.2	Ralb
uc007cit.1	AK053246
uc007ciu.1	Tmem185b
uc007civ.1	AK084486
uc007ciw.2	Epb4.1l5
uc011wqs.1	Epb4.1l5
uc007cix.2	Epb4.1l5
uc007ciy.2	Epb4.1l5
uc011wqt.1	Ptpn4
uc007ciz.1	Ptpn4
uc007cja.1	Tmem177
uc011wqu.1	Gm101
uc007cjb.1	Sctr
uc007cjc.1	Sctr
uc007cjd.1	Tmem37
uc007cje.1	Dbi
uc007cjf.2	Dbi
uc007cjh.2	3110009E18Rik
uc007cjg.1	3110009E18Rik
uc007cji.1	Steap3
uc007cjj.1	Steap3
uc007cjk.1	C1ql2
uc007cjl.1	Marco
uc007cjm.2	En1
uc007cjn.1	AK138346
uc011wqv.1	Insig2
uc007cjo.1	Insig2
uc007cjp.1	Insig2
uc007cjq.1	Insig2
uc007cjr.1	Ccdc93
uc007cjs.1	Ccdc93
uc007cju.2	Ccdc93
uc011wqw.1	Ccdc93
uc011wqx.1	Htr5b
uc007cjw.2	Ddx18
uc007cjx.2	Dpp10
uc007cjy.1	AK043935
uc007cjz.1	DQ564750
uc007cka.1	DQ559597
uc007ckb.1	DQ696253
uc007ckc.1	DQ726158
uc007ckd.1	DQ549908
uc007cke.1	Actr3
uc007ckf.1	Actr3
uc007ckg.1	Slc35f5
uc007ckh.2	Gpr39
uc007cki.1	Lypd1
uc007ckj.1	Lypd1
uc011wqy.1	Nckap5
uc007ckk.1	Nckap5
uc007ckl.1	Nckap5
uc007ckm.1	Nckap5
uc007ckn.1	Nckap5
uc007cko.1	AK016413
uc007ckp.1	Mgat5
uc007ckq.1	Mgat5
uc007ckr.1	Mgat5
uc007cks.1	Mgat5
uc007ckt.2	AK015544
uc007cku.1	Tmem163
uc011wqz.1	Tmem163
uc007ckv.1	Acmsd
uc007ckw.1	AK013506
uc007ckx.1	Ccnt2
uc007cky.1	Ccnt2
uc007ckz.1	Ccnt2
uc007cla.1	Ccnt2
uc007clb.1	Ccnt2
uc011wra.1	Ysk4
uc007clc.2	Rab3gap1
uc007cld.1	Zranb3
uc007cle.1	Zranb3
uc007clf.1	Zranb3
uc007clg.1	Zranb3
uc007clh.1	R3hdm1
uc007cli.1	R3hdm1
uc007clj.1	R3hdm1
uc011wrb.1	R3hdm1
uc007clk.1	AK037193
uc011wrc.1	Mir128-1
uc007cll.1	Ubxn4
uc007clm.1	Lct
uc007cln.1	Mcm6
uc007clo.1	Mcm6
uc011wrd.1	Dars
uc007clp.2	Dars
uc007clr.2	Dars
uc007cls.1	Cxcr4
uc007clt.1	Cxcr4
uc007clu.2	Thsd7b
uc007clv.2	Thsd7b
uc007clw.1	Thsd7b
uc007clx.1	Daf2
uc011wre.1	Daf2
uc007cly.1	Cd55
uc007clz.1	Cd55
uc007cma.1	Cd55
uc007cmb.2	Zp3r
uc007cmc.1	C4bp
uc011wrf.1	C4bp-ps1
uc007cmd.2	Pfkfb2
uc011wrg.1	Pfkfb2
uc007cme.2	Pfkfb2
uc007cmf.2	Pfkfb2
uc007cmg.2	Pfkfb2
uc011wrh.1	Pfkfb2
uc011wri.1	Pfkfb2
uc011wrj.1	Pfkfb2
uc007cmh.2	Yod1
uc007cmi.2	AA986860
uc007cmj.2	AA986860
uc007cml.1	Fcamr
uc007cmk.1	Fcamr
uc011wrk.1	Pigr
uc007cmn.1	Faim3
uc007cmo.1	Il24
uc007cmq.2	Il24
uc011wrl.1	Il24
uc007cmr.1	Il20
uc011wrm.1	Il20
uc007cms.1	Il19
uc007cmt.1	Il19
uc007cmu.2	Il10
uc007cmv.1	Mapkapk2
uc007cmw.1	Dyrk3
uc007cmx.2	Lgtn
uc007cmy.2	Eif2d
uc007cmz.2	Eif2d
uc011wrn.1	Lgtn
uc007cna.2	Eif2d
uc007cnb.2	Eif2d
uc007cnc.1	Rassf5
uc007cnd.1	Rassf5
uc011wro.1	Rassf5
uc007cne.1	Ikbke
uc007cnf.1	Ikbke
uc011wrp.1	Srgap2
uc007cng.2	Srgap2
uc007cni.1	Srgap2
uc011wrq.1	Srgap2
uc007cnj.1	Srgap2
uc007cnk.1	Fam72a
uc007cnl.1	Avpr1b
uc007cnm.1	Ctse
uc007cnn.2	Ctse
uc007cno.1	Ctse
uc007cnp.1	5430435G22Rik
uc007cnq.1	Rab7b
uc007cnr.1	Rab42
uc007cns.1	Slc26a9
uc007cnt.2	Pm20d1
uc007cnu.2	Slc41a1
uc007cnv.2	Rab7l1
uc007cnw.1	Rab7l1
uc007cny.2	Nucks1
uc007cnx.2	Nucks1
uc007cnz.1	Slc45a3
uc007coa.1	Slc45a3
uc007cob.1	Elk4
uc007coc.1	Elk4
uc007cod.1	Elk4
uc011wrr.1	Mfsd4
uc007coe.2	Mfsd4
uc007cof.2	Mfsd4
uc011wrs.1	Mfsd4
uc011wrt.1	Mfsd4
uc011wru.1	Mfsd4
uc007cog.2	Mfsd4
uc007coh.2	Cdk18
uc007coi.2	Lemd1
uc007coj.2	Lemd1
uc007cok.2	Lemd1
uc011wrv.1	Mir135b
uc007col.1	Lemd1
uc007com.2	Lemd1
uc007con.1	Klhdc8a
uc007cop.2	Nuak2
uc007coo.2	Nuak2
uc007coq.1	AK155877
uc007cor.1	Tmcc2
uc007cos.1	Tmcc2
uc007cot.1	Tmcc2
uc011wrw.1	Dstyk
uc007cou.1	Dstyk
uc007cov.1	Dstyk
uc007cow.2	Rbbp5
uc007cox.2	Rbbp5
uc007coy.2	Rbbp5
uc007coz.2	Tmem81
uc007cpa.1	Cntn2
uc007cpb.1	Cntn2
uc007cpc.1	Cntn2
uc011wrx.1	Nfasc
uc007cpd.2	Nfasc
uc007cpe.2	Nfasc
uc007cpf.2	Nfasc
uc007cpg.2	Nfasc
uc007cph.1	BC040754
uc007cpi.2	Lrrn2
uc007cpj.2	AB349695
uc007cpk.1	Mdm4
uc007cpl.1	Mdm4
uc007cpm.1	Mdm4
uc007cpn.1	Mdm4
uc007cpo.1	Mdmx
uc007cpp.1	Mdm4
uc007cpq.1	Pik3c2b
uc007cpr.1	Pik3c2b
uc011wry.1	Pik3c2b
uc007cpt.2	Ppp1r15b
uc007cps.2	Ppp1r15b
uc007cpu.2	Plekha6
uc007cpv.2	Plekha6
uc007cpw.1	AK145464
uc007cpx.2	Plekha6
uc007cpy.1	AK020645
uc007cqa.1	Golt1a
uc007cqb.1	Golt1a
uc007cqc.1	Kiss1
uc011wrz.1	Kiss1
uc007cqd.1	Kiss1
uc007cqe.1	Kiss1
uc007cqf.1	Ren1
uc011wsa.1	Etnk2
uc007cqg.2	Etnk2
uc007cqh.2	Etnk2
uc007cqi.2	Etnk2
uc007cqj.1	Sox13
uc007cqk.1	Sox13
uc007cql.2	Snrpe
uc011wsb.1	Zc3h11a
uc007cqm.1	Zc3h11a
uc007cqn.1	Zc3h11a
uc007cqo.1	Zc3h11a
uc007cqp.1	Zc3h11a
uc007cqq.1	Zc3h11a
uc007cqr.2	Zbed6
uc007cqt.2	Lax1
uc007cqs.2	Lax1
uc007cqu.2	Atp2b4
uc011wsc.1	Atp2b4
uc007cqv.2	Atp2b4
uc007cqw.1	Atp2b4
uc007cqx.1	Atp2b4
uc007cqy.2	Optc
uc007cqz.2	Optc
uc007cra.2	Optc
uc007crb.2	Optc
uc007crc.2	Prelp
uc007crd.1	Fmod
uc007cre.1	Btg2
uc007crf.1	Chit1
uc011wsd.1	Chit1
uc007crg.2	Chi3l1
uc007crh.1	Mybph
uc007cri.1	Mybph
uc007crj.1	Adora1
uc007crk.1	Adora1
uc007crl.2	Myog
uc007crm.2	mKIAA0897
uc007crn.2	mKIAA0897
uc007cro.2	mKIAA0897
uc011wse.1	Ppfia4
uc007crp.2	Ppfia4
uc007crq.1	Tmem183a
uc007crr.1	Tmem183a
uc007crs.1	Tmem183a
uc007crt.2	4933406M09Rik
uc007cru.1	Cyb5r1
uc007crv.1	Cyb5r1
uc007crw.1	Cyb5r1
uc007crx.1	Adipor1
uc007cry.1	Adipor1
uc007crz.1	Klhl12
uc007csa.1	Klhl12
uc007csb.1	Klhl12
uc007csc.1	Rabif
uc007csd.2	4931440L10Rik
uc011wsf.1	4931440L10Rik
uc007csf.2	Kdm5b
uc007csg.2	Kdm5b
uc011wsg.1	Kdm5b
uc007csi.1	Syt2
uc007csj.1	Syt2
uc007csk.1	Syt2
uc007csl.1	Ppp1r12b
